Filename,DateTime,Symbol,Name,TotalHolders,Rank,Address,Percentage,Insider,Bundler,IsPool
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,124,9pUgbXaDjqDcf3t8HWcfMyTKcUTHaKZCPB2N9QU2aFE7,0.0440640892843,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,125,5bbzdwY4dHyVhBrhPuucLvLr2rhcAimsF8xZZTkgPQ8M,0.0331925689084,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,126,w5KwKxz6fQWXiij3SKfJSkP2HuZyth5NtEMvbsu2YtV,0.0321088366687,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,127,2reMYkWen8kmLKJxyvkqKhghhppmE5HSoyntQcVnskUC,0.0317208970674,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,128,7yLzomkBn5wdcnDvofamy1foHcZSukqEnXBuwmUjkJ3r,0.0306392849118,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,129,EdjDCnU9N9H3z7z9hiWUhf6WhPUp8y8WdQ378QShjqHE,0.023391918517,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,130,2yw9sZaNANrRiFAdLhgGea5FXxEuqWgZhhQKQb8FN779,0.0230477697794,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,131,8rZVgTy41tfvVZ3QCcrpz9aAbyVs3eknYUNLTYEK1ZcD,0.0197544701339,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,132,VpYmjvsiTSi1RLzeA4d2LnWg1uNrZk5YGYmcrWf8xP8,0.0180956541504,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,133,76Ghmu1ijrV8f56YxSNT6xLWrNV1s96i65oW4ijx3Mpi,0.0157818500687,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,134,DbgQsaGvvdzB2zLrdxNtgK3X9z6RFzzAPeH4ounzGm7T,0.015558850997699998,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,135,GLfvrvS8tdBdnopx2Eb9q1B5nHw6BNaRX9d4ad2H3qzg,0.015340268702900001,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,136,gtJ3hGQfh1r999zAHbdeeegPegE5UrZjat25ooKHVin,0.013841111435700002,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,137,2JfuWQR7mrNL4pnwVJQKpjk1Fn23Hv5R4cUFmSrxr2sC,0.012596014375599998,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,138,D9HyabhtUQ3v1RNAR6o2wyHTjuFeL2mq54M8Q4gp1LLs,0.011472740944,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,139,69qyY7e1Vyjjgter1LoftUqATYg1bL2j2ToHiLgRnHzX,0.011450473673999999,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,140,52bxFYFscoXSGk6R6bM11qYHZJj1hxKjLwM8GHqgXcdv,0.0113583206955,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,141,HzMaZNGDRLk1hdKSfmGhPVvswBUo1kAWjC6oe9kDGx5P,0.0110430425181,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,142,H5XNk5cQMkhWiWrqrRFq46KLRXdWZBWNACcmpF9sAo5R,0.0106342997472,False,False,False
GpqpARmhqky7.log,2025-08-28 18:26:08,,,,143,EaBwdDjCC4fWWU32o3d7NWYNtQGXkadxASEFQJZNzVZA,0.007116618895300001,False,False,False
